,Number_offenses,Code,Code_Desc,Date,Time,Address,City,State,Zip,Code_Cat_abbrv,Crime Category,Crime Name,Address_numbers,Street_name
672,1.0,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2024-09-12,1401.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,,5900.0,WILLIAMSBURG RD
1469,1.0,ASSLT-13C-3,THREATS - TELEPHONE THREATS/ABUSE/OBSCENE,2024-09-09,2324.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,TELEPHONE THREATS/ABUSE/OBSCENE,2800.0,FAIRHAVEN AVE
4266,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2024-08-28,1040.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,2800.0,FAIRHAVEN AVE
4333,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2024-08-27,2150.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
7762,1.0,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2024-08-13,1305.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,2900.0,FARMINGTON DR
7764,2.0,OTHER-90Z-3,OTHER OFFENSE - AGAINST SOCIETY,2024-08-13,1305.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,OTHER,OTHER OFFENSE,AGAINST SOCIETY,2900.0,FARMINGTON DR
9281,1.0,ANML-4,ANIMAL - SERVICE - WILD,2024-08-07,815.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2600.0,JEFFERSON DR
9505,1.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2024-08-06,1613.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,5900.0,EDGEHILL DR
9972,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2024-08-04,1330.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,6000.0,NORTH KINGS HWY
10582,5.0,ABC-90G-7,ABC - ILLEGAL POSSESSION ALCOHOL/MINOR,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ABC,ABC,ILLEGAL POSSESSION ALCOHOL/MINOR,2800.0,FAIRHAVEN AVE
10584,4.0,FAM-90F-2,FAMILY - CONTRIBUTE TO DELINQUENCY OF MINOR,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,FAM,FAMILY,CONTRIBUTE TO DELINQUENCY OF MINOR,2800.0,FAIRHAVEN AVE
10585,3.0,WEAP-520-7,WEAPONS - POSSESSION OF FIREARM WITH NARCOTICS,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WEAP,WEAPONS,POSSESSION OF FIREARM WITH NARCOTICS,2800.0,FAIRHAVEN AVE
10586,6.0,PUB-90Z-6,PUBLIC SAFETY - OBSTRUCTION OF JUSTICE,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PUB,PUBLIC SAFETY,OBSTRUCTION OF JUSTICE,2800.0,FAIRHAVEN AVE
10589,2.0,DRUG-35B-4,DRUGS - RELATED - OTHER,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,RELATED - OTHER,2800.0,FAIRHAVEN AVE
10591,1.0,DRUG-35A-12,DRUGS - OTHER DANGEROUS DRUGS SALE/ MANUFACTURING,2024-08-01,2311.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OTHER DANGEROUS DRUGS SALE/ MANUFACTURING,2800.0,FAIRHAVEN AVE
11904,1.0,DRUG-35A-13,DRUGS - OTHER,2024-07-27,1333.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OTHER,2800.0,FARMINGTON DR
11983,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-07-27,730.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FARMINGTON DR
12809,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2024-07-23,751.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FARMINGTON DR
14826,1.0,ROB-120-7,ROBBERY - PERSON,2024-07-15,300.0, FARMINGTON DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ROB,ROBBERY,PERSON,, FARMINGTON DR / NORTH KINGS HWY
14956,1.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2024-07-15,1614.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,5900.0,MONTICELLO RD
15571,1.0,SEX-90Z-2,SEX - OTHER NON-FORCIBLE SEX VIOLATION,2024-07-12,2001.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SEX,SEX,OTHER NON-FORCIBLE SEX VIOLATION,2800.0,FAIRHAVEN AVE
18162,1.0,PARK-90Z-1,PARKING - INOPERATIVE/ABANDONED VEHICLE,2024-07-02,1059.0,2800 JEFFERSON DR,ALEXANDRIA,VA,22303.0,PARK,PARKING,INOPERATIVE/ABANDONED VEHICLE,2800.0,JEFFERSON DR
18167,1.0,PARK-90Z-1,PARKING - INOPERATIVE/ABANDONED VEHICLE,2024-07-02,1059.0,2800 JEFFERSON DR,ALEXANDRIA,VA,22303.0,PARK,PARKING,INOPERATIVE/ABANDONED VEHICLE,2800.0,JEFFERSON DR
18738,1.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-06-30,1922.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,5900.0,EDGEHILL CT
18739,2.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-06-30,1922.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,5900.0,EDGEHILL CT
23947,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-06-09,828.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,5900.0,WILLIAMSBURG RD
23948,2.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2024-06-09,828.0,5900 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,5900.0,WILLIAMSBURG RD
24090,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2024-06-08,2027.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
24450,1.0,SERV-1,SERVICE - POLICE SERVICE,2024-06-07,16.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,5900.0,NORTH KINGS HWY
25975,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2024-06-01,1941.0,2800 FORT DR,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FORT DR
26207,3.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-05-31,719.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,2700.0,FARMINGTON DR
26222,2.0,ANML-90Z-2,ANIMAL - RABIES CERTIFICATE VIOLATION,2024-05-31,719.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RABIES CERTIFICATE VIOLATION,2700.0,FARMINGTON DR
26263,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-05-31,719.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,2700.0,FARMINGTON DR
27915,1.0,ANML-90Z-3,ANIMAL - LICENSE VIOLATION,2024-05-24,730.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,LICENSE VIOLATION,5900.0,EDGEHILL CT
27948,3.0,ANML-3,ANIMAL - SERVICE - DOMESTIC,2024-05-24,730.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - DOMESTIC,5900.0,EDGEHILL CT
27949,2.0,ANML-90Z-1,ANIMAL - RUNNING AT LARGE/UNRESTRICTED,2024-05-24,730.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,RUNNING AT LARGE/UNRESTRICTED,5900.0,EDGEHILL CT
28412,1.0,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2024-05-22,2112.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON-FATAL OVERDOSE (NFO),2800.0,FAIRHAVEN AVE
29748,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2024-05-17,1100.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2900.0,FARMINGTON DR
29941,1.0,SERV-32,SERVICE - STOLEN AUTO RECOVERY OTHER JURISDICTION,2024-05-17,1850.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,STOLEN AUTO RECOVERY OTHER JURISDICTION,2800.0,FAIRHAVEN AVE
30952,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2024-05-13,1940.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,2800.0,FAIRHAVEN AVE
31505,1.0,PARK-90Z-2,PARKING - OTHER PARKING VIOLATION,2024-05-11,720.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,PARK,PARKING,OTHER PARKING VIOLATION,2800.0,FAIRHAVEN AVE
31697,1.0,ANML-4,ANIMAL - SERVICE - WILD,2024-05-10,1413.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,SERVICE - WILD,2700.0,JEFFERSON DR
31698,2.0,SERV-6,SERVICE - ANIMAL DESTROYED BY SERVICE WEAPON,2024-05-10,1413.0,2700 JEFFERSON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,ANIMAL DESTROYED BY SERVICE WEAPON,2700.0,JEFFERSON DR
32887,1.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2024-05-05,1146.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,5900.0,NORTH KINGS HWY
34615,1.0,SUSP-1,SUSPICIOUS - EVENT,2024-04-29,1553.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
35654,1.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2024-04-25,1128.0,5800 EDGEHILL DR,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,5800.0,EDGEHILL DR
35771,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2024-04-24,2325.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,6000.0,NORTH KINGS HWY
36447,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2024-04-22,1000.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2900.0,FARMINGTON DR
37716,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-04-17,1847.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
38338,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2024-04-14,1853.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,6000.0,NORTH KINGS HWY
38340,2.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-04-14,1853.0,6000 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,6000.0,NORTH KINGS HWY
39171,1.0,SERV-37,SERVICE - MISSING JUVENILE,2024-04-11,1029.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,MISSING JUVENILE,2800.0,FAIRHAVEN AVE
42232,1.0,SUSP-1,SUSPICIOUS - EVENT,2024-03-30,129.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5900.0,NORTH KINGS HWY
42583,1.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2024-03-29,1505.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,2800.0,FARMINGTON DR
43244,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2024-03-26,230.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,6000.0,WILLIAMSBURG RD
43256,2.0,SERV-999,POLICE PHONE REPORT,2024-03-26,230.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
43341,1.0,ANML-90Z-7,ANIMAL - OTHER ANIMAL CODE VIOLATION,2024-03-25,1505.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,OTHER ANIMAL CODE VIOLATION,5800.0,MONTICELLO RD
43353,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2024-03-25,2300.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,6000.0,WILLIAMSBURG RD
43553,2.0,SERV-999,POLICE PHONE REPORT,2024-03-25,2300.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
45606,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2024-03-17,1300.0,2900 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2900.0,FARMINGTON DR
45973,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-03-15,1435.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
46052,1.0,ANML-720,ANIMAL - CRUELTY TO ANIMAL,2024-03-15,2031.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,CRUELTY TO ANIMAL,5800.0,MONTICELLO RD
46633,1.0,SUSP-1,SUSPICIOUS - EVENT,2024-03-13,1.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,5800.0,MONTICELLO RD
47278,1.0,SERV-2,SERVICE - CIVIL DISPUTE,2024-03-10,1007.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,CIVIL DISPUTE,2800.0,FAIRHAVEN AVE
51927,1.0,SUSP-1,SUSPICIOUS - EVENT,2024-02-21,1555.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FAIRHAVEN AVE
51955,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2024-02-21,1534.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
52192,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2024-02-20,1925.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
54035,1.0,SUSP-1,SUSPICIOUS - EVENT,2024-02-13,1119.0,2800 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SUSP,SUSPICIOUS,EVENT,2800.0,FARMINGTON DR
54904,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2024-02-09,2200.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,, FAIRHAVEN AVE / NORTH KINGS HWY
54972,2.0,DISORD-90C-2,DISORDERLY - DISORDERLY CONDUCT,2024-02-09,2200.0, FAIRHAVEN AVE / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DISORD,DISORDERLY,DISORDERLY CONDUCT,, FAIRHAVEN AVE / NORTH KINGS HWY
57574,1.0,SERV-11,SERVICE - NATURAL DEATH,2024-01-30,921.0,1800 EDGEHILL DR,ALEXANDRIA,VA,22307.0,SERV,SERVICE,NATURAL DEATH,1800.0,EDGEHILL DR
60274,1.0,WARR-90Z-1,ORDER - VIOLATE EPO/PO/PPO,2024-01-20,1228.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,WARR,WARRANT,VIOLATE EPO/PO/PPO,2800.0,FAIRHAVEN AVE
61500,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2024-01-14,2040.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
63268,1.0,TRES-90J-1,TRESPASSING - PRIVATE PROPERTY,2024-01-07,130.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,TRES,TRESPASSING,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
63591,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2024-01-06,1342.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",2800.0,FAIRHAVEN AVE
63851,1.0,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2024-01-04,1256.0, FORT DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON-FATAL OVERDOSE (NFO),, FORT DR / NORTH KINGS HWY
65297,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-12-29,1000.0,2600 JEFFERSON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2600.0,JEFFERSON DR
66565,1.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-12-24,1300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,2800.0,FAIRHAVEN AVE
66881,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-12-22,1141.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,5900.0,NORTH KINGS HWY
69582,1.0,SERV-29,SERVICE - DOMESTIC DISPUTE,2023-12-12,2216.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,DOMESTIC DISPUTE,2800.0,FAIRHAVEN AVE
74601,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-11-22,2100.0,2700 FARMINGTON DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2700.0,FARMINGTON DR
74909,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-11-21,1730.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,5900.0,EDGEHILL DR
80591,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-29,1800.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,5900.0,EDGEHILL DR
80657,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2023-10-29,1600.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,2800.0,FAIRHAVEN AVE
82207,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2023-10-23,33.0,5900 EDGEHILL DR,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,5900.0,EDGEHILL DR
82500,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-22,1800.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,6000.0,WILLIAMSBURG RD
82503,2.0,SERV-999,POLICE PHONE REPORT,2023-10-22,1800.0,6000 WILLIAMSBURG RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,,6000.0,WILLIAMSBURG RD
84161,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-10-15,1732.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,5900.0,MONTICELLO RD
84522,1.0,FRAUD-26C-1,FRAUD - IMPERSONATION,2023-10-13,1112.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,FRAUD,FRAUD,IMPERSONATION,5900.0,MONTICELLO RD
88104,1.0,BURG-220-3,BURGLARY/BREAKING AND ENTERING,2023-09-30,1041.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,BURG,BURGLARY/BREAKING AND ENTERING,,5900.0,NORTH KINGS HWY
88110,2.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-09-30,1041.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
90241,2.0,WARR-90Z-4,WARRANT - WARRANT SERVICE,2023-09-22,915.0, FORT DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,WARR,WARRANT,WARRANT SERVICE,, FORT DR / NORTH KINGS HWY
90264,1.0,DRUNK-90Z-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-09-22,915.0, FORT DR / NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,, FORT DR / NORTH KINGS HWY
90752,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-09-20,2310.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5900.0,NORTH KINGS HWY
93442,1.0,ASSLT-13B-1,"ASSAULT - SIMPLE, NOT AGGRAVATED",2023-09-09,820.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ASSLT,ASSAULT,"SIMPLE, NOT AGGRAVATED",5800.0,MONTICELLO RD
93467,1.0,ROB-120-7,ROBBERY - PERSON,2023-09-09,253.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,ROB,ROBBERY,PERSON,5900.0,NORTH KINGS HWY
93468,2.0,DEST-290-2,DESTRUCTION - PRIVATE PROPERTY,2023-09-09,253.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DEST,DESTRUCTION,PRIVATE PROPERTY,5900.0,NORTH KINGS HWY
93842,1.0,LARC-23-4,LARCENY - THEFT FROM BUILDING,2023-09-08,2006.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM BUILDING,5800.0,MONTICELLO RD
95909,1.0,DRUG-35A-3,DRUGS - OPIUM/COCAINE SALE/MANUFACTURING,2023-08-30,2105.0,5900 NORTH KINGS HWY,ALEXANDRIA,VA,22303.0,DRUG,DRUGS,OPIUM/COCAINE SALE/MANUFACTURING,5900.0,NORTH KINGS HWY
96618,1.0,ANML-90Z-6,ANIMAL - ANIMAL BITE - DOMESTIC,2023-08-27,1818.0,5900 MONTICELLO RD,ALEXANDRIA,VA,22303.0,ANML,ANIMAL,ANIMAL BITE - DOMESTIC,5900.0,MONTICELLO RD
97953,1.0,SERV-5,SERVICE - ANIMAL DESTROYED BY CHEMICAL,2023-08-22,941.0,2700 FORT DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,ANIMAL DESTROYED BY CHEMICAL,2700.0,FORT DR
98367,1.0,SERV-47,SERVICE - NON-FATAL OVERDOSE (NFO),2023-08-20,156.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,SERV,SERVICE,NON-FATAL OVERDOSE (NFO),2800.0,FAIRHAVEN AVE
99502,1.0,DRUNK-90E-1,DRUNK - DRUNK/PROFANE IN PUBLIC,2023-08-16,1948.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,DRUNK,DRUNK,DRUNK/PROFANE IN PUBLIC,5800.0,MONTICELLO RD
103348,1.0,SERV-32,SERVICE - STOLEN AUTO RECOVERY OTHER JURISDICTION,2023-07-31,1338.0,5800 MONTICELLO RD,ALEXANDRIA,VA,22303.0,SERV,SERVICE,STOLEN AUTO RECOVERY OTHER JURISDICTION,5800.0,MONTICELLO RD
103631,2.0,AUTO-240-4,AUTO THEFT - AUTOS,2023-07-30,2300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,2800.0,FAIRHAVEN AVE
103656,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-07-30,2300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2800.0,FAIRHAVEN AVE
103667,2.0,AUTO-240-4,AUTO THEFT - AUTOS,2023-07-30,2300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,2800.0,FAIRHAVEN AVE
103668,1.0,LARC-23-9,LARCENY -  ALL OTHER LARCENY,2023-07-30,2300.0,2800 FAIRHAVEN AVE,ALEXANDRIA,VA,22303.0,LARC,LARCENY, ALL OTHER LARCENY,2800.0,FAIRHAVEN AVE
105224,1.0,SERV-1,SERVICE - POLICE SERVICE,2023-07-24,1930.0,2600 FARMINGTON DR,ALEXANDRIA,VA,22303.0,SERV,SERVICE,POLICE SERVICE,2600.0,FARMINGTON DR
105260,1.0,AUTO-240-4,AUTO THEFT - AUTOS,2023-07-23,247.0,5900 EDGEHILL CT,ALEXANDRIA,VA,22303.0,AUTO,AUTO THEFT,AUTOS,5900.0,EDGEHILL CT
105353,1.0,LARC-23-6,LARCENY - THEFT FROM MOTOR VEHICLE,2023-07-23,241.0,2700 ALBEMARLE DR,ALEXANDRIA,VA,22303.0,LARC,LARCENY,THEFT FROM MOTOR VEHICLE,2700.0,ALBEMARLE DR
